Year,Month,Season,Day,Weekday,Weekend,Hour,Temperature,Pressure,Humidity,Wind_Speed,Wind_Direction,Rainfall,Season2,weighted,weighted2,Load
2019,1,4,1,2,1,0,15.3,1020.3,97,2,77,0.5,1,35.1139,878.53,1773.6
2019,1,4,1,2,1,1,15.3,1020,97,2.1,80,1,1,35.69258,879.53,1675.2
2019,1,4,1,2,1,2,15.3,1019.4,97,2.3,78,0.5,1,36.24179,879.23,1677.6
2019,1,4,1,2,1,3,15.3,1019.2,97,2.2,71,0,1,36.77476,878.03,1706.4
2019,1,4,1,2,1,4,15.2,1019.2,97,1.9,76,0.5,1,37.35845,879.4,1665.6
2019,1,4,1,2,1,5,15.2,1019.8,97,2.4,73,0.5,1,37.92859,879.54,1754.4
2019,1,4,1,2,1,6,15.2,1020.4,97,2.5,74,1,1,38.51598,880.5,1773.6
2019,1,4,1,2,1,7,15.3,1021.3,97,2.1,70,0,1,39.09155,880.25,1999.2
2019,1,4,1,2,1,8,15.5,1021.7,96,2.6,75,0.5,1,39.70198,881.75,2097.6
2019,1,4,1,2,1,9,15.5,1021.6,96,2.4,78,0.5,1,40.28299,882.67,2114.4
2019,1,4,1,2,1,10,15.4,1021.1,95,2.1,79,0,1,40.82733,882.44,2150.4
2019,1,4,1,2,1,11,15.4,1019.7,95,1.7,82,0,1,41.38167,882.8,2181.6
2019,1,4,1,2,1,12,15.4,1018.8,95,2.7,81,0.5,1,41.93361,882.94,2224.8
2019,1,4,1,2,1,13,15.7,1018.2,93,3,74,0,1,42.4657,881.07,2244
2019,1,4,1,2,1,14,15.5,1018.5,94,2.4,80,0,1,43.05985,882.93,2220
2019,1,4,1,2,1,15,15.5,1019.1,95,2,78,0,1,43.64109,883.49,2277.6
2019,1,4,1,2,1,16,15.1,1019.8,95,2.6,81,0,1,44.20698,884.61,2248.8
2019,1,4,1,2,1,17,15.1,1019.7,96,2.6,70,0.5,1,44.73494,883.27,2260.8
2019,1,4,1,2,1,18,15.2,1019.5,95,3.3,74,0,1,45.32017,884.1,2270.4
2019,1,4,1,2,1,19,15.3,1019.8,96,2.7,75,0.5,1,45.91745,885.27,2133.6
2019,1,4,1,2,1,20,15.1,1020,96,2.1,77,0,1,46.48066,885.79,1975.2
2019,1,4,1,2,1,21,15.3,1019.9,96,2.6,71,0.5,1,47.04064,885.29,1869.6
2019,1,4,1,2,1,22,15.1,1019.7,97,2.5,79,0.5,1,47.63604,887.45,1725.6
2019,1,4,1,2,1,23,15.1,1019.9,97,3.1,73,0.5,1,48.18482,886.85,1716
2019,1,4,2,3,0,0,15,1019.7,97,2.6,80,0.5,1,35.11548,879,1668
2019,1,4,2,3,0,1,15,1019.6,97,1.7,84,0,1,35.69784,879.88,1617.6
2019,1,4,2,3,0,2,15,1019.2,96,1.9,73,0.5,1,36.20043,877.66,1696.8
2019,1,4,2,3,0,3,15,1018.8,96,2.4,81,0,1,36.80082,879.5,1692
2019,1,4,2,3,0,4,15.1,1018.6,97,2.3,69,0.5,1,37.33035,877.97,1692
2019,1,4,2,3,0,5,15.3,1019.3,96,1.5,69,0,1,37.91765,878.13,1984.8
2019,1,4,2,3,0,6,15.5,1020.3,96,2.3,67,0.5,1,38.51912,878.93,2239.2
2019,1,4,2,3,0,7,15.8,1020.6,97,2.4,74,0.5,1,39.16347,881.48,4125.6
2019,1,4,2,3,0,8,15.8,1020.7,97,2.6,78,1,1,39.75511,882.86,5721.6
2019,1,4,2,3,0,9,16,1020.7,96,2.5,73,0.5,1,40.30828,881.88,6081.6
2019,1,4,2,3,0,10,16.1,1019.6,94,2.6,74,0,1,40.8493,881.23,6096
2019,1,4,2,3,0,11,16.6,1018.2,94,2.4,75,0,1,41.43804,881.58,6108
2019,1,4,2,3,0,12,16.9,1017.2,90,2.8,73,0,1,41.96582,879.87,5760
2019,1,4,2,3,0,13,17,1016.4,90,1.9,83,0,1,42.57086,881.84,6297.6
2019,1,4,2,3,0,14,16.7,1016.6,92,2.9,72,0,1,43.09276,880.91,6163.2
2019,1,4,2,3,0,15,16.9,1016.8,94,2.3,77,0,1,43.72466,883.21,6115.2
2019,1,4,2,3,0,16,17.1,1017.4,95,2.4,73,0,1,44.31582,883.61,6151.2
2019,1,4,2,3,0,17,16.9,1017.6,96,2.6,74,0.5,1,44.88863,884.69,6141.6
2019,1,4,2,3,0,18,16.9,1018.1,97,2,75,0.5,1,45.48088,885.77,5102.4
2019,1,4,2,3,0,19,17.1,1018.4,97,2.1,75,0.5,1,46.07437,886.45,3722.4
2019,1,4,2,3,0,20,17.3,1018.1,97,2.1,70,0.5,1,46.63252,885.87,3189.6
2019,1,4,2,3,0,21,17.3,1018.2,97,1.1,72,0.5,1,47.20971,886.51,2784
2019,1,4,2,3,0,22,17,1018,97,1.8,75,0.5,1,47.76665,887.36,2280
2019,1,4,2,3,0,23,16.9,1018.2,97,1.8,83,0.5,1,48.36887,889.37,2035.2
2019,1,4,3,4,0,0,17,1018.2,97,1.4,75,0.5,1,35.25203,878.76,1876.8
2019,1,4,3,4,0,1,16.8,1017.7,97,1.7,78,1.5,1,35.81086,879.68,1860
2019,1,4,3,4,0,2,16.8,1017.7,97,0.9,77,0.5,1,36.37216,879.52,1833.6
2019,1,4,3,4,0,3,16.8,1017.7,97,1,67,0.5,1,36.89656,877.94,1845.6
2019,1,4,3,4,0,4,16.6,1018.2,97,1.6,82,1,1,37.53124,881.62,1833.6
2019,1,4,3,4,0,5,16.7,1018,97,1.9,78,1,1,38.08862,881.27,2119.2
2019,1,4,3,4,0,6,16.8,1018.6,97,1.7,74,1,1,38.65992,881.14,2431.2
2019,1,4,3,4,0,7,16.9,1019.7,97,2.2,74,1,1,39.26237,882.15,4267.2
2019,1,4,3,4,0,8,17,1020.2,97,2.1,73,1,1,39.84588,882.6,5956.8
2019,1,4,3,4,0,9,17.4,1020.1,96,2.5,74,0.5,1,40.44378,883.02,6348
2019,1,4,3,4,0,10,17.4,1019.5,96,1.7,81,0,1,41.03039,884.32,6381.6
2019,1,4,3,4,0,11,17.7,1018.6,95,2.6,69,0,1,41.54646,881.95,6367.2
2019,1,4,3,4,0,12,18,1017.9,94,1.7,78,0.5,1,42.15636,883.6,6172.8
2019,1,4,3,4,0,13,18,1017.3,94,2.3,74,0,1,42.69797,882.98,6532.8
2019,1,4,3,4,0,14,17.9,1017.2,94,2.5,75,0,1,43.26282,883.51,6439.2
2019,1,4,3,4,0,15,18.1,1017.7,94,1.6,76,0,1,43.86089,884.27,6456
2019,1,4,3,4,0,16,17.9,1018,95,2.8,70,0,1,44.40704,884.09,6252
2019,1,4,3,4,0,17,17.9,1018.2,97,1.9,82,0,1,45.05282,887.59,6432
2019,1,4,3,4,0,18,18.1,1018.7,96,2.3,73,0,1,45.59999,886.21,5236.8
2019,1,4,3,4,0,19,18.2,1018.2,96,2.9,70,0,1,46.1572,886,4020
2019,1,4,3,4,0,20,18.5,1018.1,96,2.1,70,0,1,46.74769,886.41,3465.6
2019,1,4,3,4,0,21,18.6,1017.3,96,2.8,71,0,1,47.31773,886.9,2937.6
2019,1,4,3,4,0,22,18.8,1016.7,97,2.4,76,0,1,47.92441,888.52,2400
2019,1,4,3,4,0,23,19.2,1016.4,96,2.1,79,0,1,48.52518,889.22,2076
2019,1,4,4,5,0,0,19.4,1015.9,96,1.9,77,0,1,35.43535,879.72,1893.6
2019,1,4,4,5,0,1,19.6,1015.6,96,2.5,67,0,1,35.9729,878.26,1833.6
2019,1,4,4,5,0,2,19.5,1014.8,96,1.9,67,0,1,36.51602,878.15,1812
2019,1,4,4,5,0,3,19.5,1014.7,97,1.7,76,0,1,37.13473,880.67,1800
2019,1,4,4,5,0,4,19.7,1014.7,97,1,86,0,1,37.76505,883.07,1792.8
2019,1,4,4,5,0,5,19.9,1015,94,1.2,73,0,1,38.26884,879.97,2126.4
2019,1,4,4,5,0,6,19.9,1015.3,95,2,75,0,1,38.86731,881.45,2486.4
2019,1,4,4,5,0,7,20.9,1015.5,95,1.5,64,0,1,39.47429,880.33,4586.4
2019,1,4,4,5,0,8,22.7,1015.6,88,0.7,66,0,1,40.13566,879.47,6770.4
2019,1,4,4,5,0,9,25.1,1015,79,1.2,80,0,1,40.87466,880.61,7353.6
2019,1,4,4,5,0,10,26.9,1013.7,67,1.1,68,0,1,41.39607,874.53,7356
2019,1,4,4,5,0,11,27.9,1012.9,62,0.8,143,0,1,42.32905,888.25,7562.4
2019,1,4,4,5,0,12,26.1,1012.3,65,1.4,206,0,1,43.05553,901.07,7202.4
2019,1,4,4,5,0,13,25.2,1012,66,1.9,214,0,1,43.59142,902.82,7039.2
2019,1,4,4,5,0,14,24,1012.1,73,1,209,0,1,44.10479,904.04,6835.2
2019,1,4,4,5,0,15,22.8,1012.4,80,1.5,246,0,1,44.82094,914.02,6760.8
2019,1,4,4,5,0,16,21.4,1013.3,84,1.4,220,0,1,45.20941,910.18,6700.8
2019,1,4,4,5,0,17,20,1014.2,89,0.8,216,0,1,45.70718,911.04,6573.6
2019,1,4,4,5,0,18,19.4,1014.7,92,0.9,217,0,1,46.27107,912.64,4970.4
2019,1,4,4,5,0,19,19.2,1014.8,93,0.4,211,0,1,46.80644,912.04,3914.4
2019,1,4,4,5,0,20,19.3,1014.6,92,0,0,0,1,46.39872,869.75,3096
2019,1,4,4,5,0,21,19.4,1014.3,91,0.2,0,0,1,46.96201,869.74,2556
2019,1,4,4,5,0,22,19.2,1014.2,92,0.4,197,0,1,48.43,909.8,2145.6
2019,1,4,4,5,0,23,18.7,1014.5,92,1.2,216,0,1,49.05377,913.93,1903.2
2019,1,4,5,6,1,0,18.4,1014.3,94,0,0,0,1,35.22291,862.7,1833.6
2019,1,4,5,6,1,1,18.4,1014,94,0.4,222,0,1,36.80974,907.46,1814.4
2019,1,4,5,6,1,2,18.5,1013,95,0,0,0,1,36.3557,863.45,1783.2
2019,1,4,5,6,1,3,18.5,1012.6,94,0.1,0,0,1,36.90804,863.31,1814.4
2019,1,4,5,6,1,4,18.6,1012.4,94,0,0,0,1,37.48222,863.68,1821.6
2019,1,4,5,6,1,5,18.7,1012.7,93,0,0,0,1,38.05665,863.87,1941.6
2019,1,4,5,6,1,6,18.8,1013.1,93,0,0,0,1,38.64317,864.5,2100
2019,1,4,5,6,1,7,18.9,1013.5,93,0,0,0,1,39.22969,865.13,2812.8
2019,1,4,5,6,1,8,19,1014.1,92,0.3,247,0,1,40.94749,914.9,2942.4
2019,1,4,5,6,1,9,19.5,1014.7,90,0,0,0,1,40.41463,865.63,3019.2
2019,1,4,5,6,1,10,19.8,1014.5,89,0,0,0,1,40.99623,865.76,3172.8
2019,1,4,5,6,1,11,20.6,1013.7,85,0.3,219,0,1,42.58699,908.66,3232.8
2019,1,4,5,6,1,12,21.4,1012.8,79,0.4,216,0,1,43.13356,906.28,3163.2
2019,1,4,5,6,1,13,21.6,1012.5,79,0,0,0,1,42.71951,863.42,3177.6
2019,1,4,5,6,1,14,20.3,1011.9,88,2.1,72,0,1,43.59679,881.09,2762.4
2019,1,4,5,6,1,15,19.8,1012.1,87,1.6,81,0,1,44.15727,882.52,2803.2
2019,1,4,5,6,1,16,19.3,1012.3,90,1.9,81,0,1,44.71995,883.91,2697.6
2019,1,4,5,6,1,17,19.1,1012.9,91,1.1,81,0,1,45.29167,884.65,2505.6
2019,1,4,5,6,1,18,19.1,1013.2,91,2,71,0,1,45.82524,883.35,2443.2
2019,1,4,5,6,1,19,19.1,1013.6,92,1.2,73,0,1,46.4193,884.55,2349.6
2019,1,4,5,6,1,20,19,1013.9,93,1.4,73,0,1,46.99761,885.44,2239.2
2019,1,4,5,6,1,21,18.6,1013.7,95,1.2,76,0.5,1,47.56304,886.94,2037.6
2019,1,4,5,6,1,22,18.5,1013.6,97,0.9,75,2,1,48.13824,888.07,1838.4
2019,1,4,5,6,1,23,18.5,1013.7,98,0.2,0,0.5,1,48.37118,873.47,1824
2019,1,4,6,7,1,0,18.5,1013.8,99,0,0,1,1,35.29592,864.97,1812
2019,1,4,6,7,1,1,18.5,1013.9,99,0,0,2.5,1,35.86926,865.71,1788
2019,1,4,6,7,1,2,18,1013.8,99,0.1,0,2.5,1,36.39487,865.74,1783.2
2019,1,4,6,7,1,3,16.6,1014,99,0.7,72,2,1,37.18216,879.66,1790.4
2019,1,4,6,7,1,4,16.7,1014.4,94,0.4,61,0,1,37.66458,875.63,1764
2019,1,4,6,7,1,5,16.8,1014.8,95,0,0,0.5,1,37.97945,864.48,1855.2
2019,1,4,6,7,1,6,17,1015.5,95,0,0,0,1,38.58005,865.2,1860
2019,1,4,6,7,1,7,17,1016.1,96,0,0,0,1,39.17209,866.24,2131.2
2019,1,4,6,7,1,8,17,1016.8,97,0.2,0,0.5,1,39.76737,867.46,2251.2
2019,1,4,6,7,1,9,17.3,1017.2,98,0.6,102,1,1,40.85236,889.21,2275.2
2019,1,4,6,7,1,10,17.6,1016.6,96,0.9,82,0.5,1,41.32465,884.74,2378.4
2019,1,4,6,7,1,11,17.7,1015.7,93,1.1,77,0,1,41.83235,882.59,2457.6
2019,1,4,6,7,1,12,17.6,1014.9,93,1.7,77,0,1,42.38027,882.72,2500.8
2019,1,4,6,7,1,13,17.6,1014.8,95,1.8,70,0,1,42.93668,882.5,2568
2019,1,4,6,7,1,14,17.4,1014.4,95,2.5,69,0,1,43.4798,882.54,2611.2
2019,1,4,6,7,1,15,17.2,1014.3,94,2.5,81,0,1,44.07579,884.76,2580
2019,1,4,6,7,1,16,17.3,1014.5,93,2.2,69,0,1,44.59183,882.45,2582.4
2019,1,4,6,7,1,17,17.3,1014.8,91,2.4,73,0,1,45.1668,883.01,2534.4
2019,1,4,6,7,1,18,17.1,1015.3,91,2.8,72,0,1,45.72663,883.35,2558.4
2019,1,4,6,7,1,19,17,1015.5,93,2.8,75,0,1,46.32605,885.16,2383.2
2019,1,4,6,7,1,20,17,1015.7,94,2.4,78,0,1,46.92233,886.56,2258.4
2019,1,4,6,7,1,21,17,1015.5,94,2.6,73,0,1,47.46615,885.92,2232
2019,1,4,6,7,1,22,17,1015.2,94,2.2,76,0,1,48.04238,886.72,1867.2
2019,1,4,6,7,1,23,17,1015.2,93,2,76,0,1,48.60148,886.68,1795.2
2019,1,4,7,1,0,0,16.9,1014.9,95,2.3,72,0,1,35.23895,876.85,1778.4
2019,1,4,7,1,0,1,16.8,1014.5,96,2.7,71,0,1,35.79953,877.3,1778.4
2019,1,4,7,1,0,2,16.8,1013.9,96,2,74,0,1,36.36859,877.92,1783.2
2019,1,4,7,1,0,3,17,1013.6,96,2.6,78,0,1,36.97054,879.26,1783.2
2019,1,4,7,1,0,4,17.2,1013.9,96,1.8,76,0,1,37.55123,879.36,1812
2019,1,4,7,1,0,5,17.5,1014,96,2.3,79,0,1,38.1647,880.71,2162.4
2019,1,4,7,1,0,6,17.7,1014.1,96,1.7,81,0,1,38.76061,881.57,2464.8
2019,1,4,7,1,0,7,17.9,1014.7,94,2.1,79,0,1,39.33187,881.23,4440
2019,1,4,7,1,0,8,18.4,1014.8,93,1.7,84,0,1,39.95796,882.54,6228
2019,1,4,7,1,0,9,19.5,1014.7,86,1.8,71,0,1,40.49003,878.29,6688.8
2019,1,4,7,1,0,10,20.8,1013.7,83,2.1,79,0,1,41.15911,879.66,6556.8
2019,1,4,7,1,0,11,21.1,1012.6,82,1.5,82,0,1,41.7342,879.91,6585.6
2019,1,4,7,1,0,12,21.9,1011.7,80,1.9,83,0,1,42.34077,879.99,6328.8
2019,1,4,7,1,0,13,22,1011.2,80,1.2,82,0,1,42.90198,879.92,6708
2019,1,4,7,1,0,14,22.7,1011.1,79,0.7,71,0,1,43.46721,878.07,6621.6
2019,1,4,7,1,0,15,22.8,1011.4,80,0.8,88,0,1,44.14044,882.48,6708
2019,1,4,7,1,0,16,22,1011.6,83,1.2,76,0,1,44.62264,881.28,6590.4
2019,1,4,7,1,0,17,21.4,1011.9,87,0.8,69,0,1,45.15385,881.5,6688.8
2019,1,4,7,1,0,18,21.1,1012.1,88,1.3,78,0,1,45.75565,884.07,5049.6
2019,1,4,7,1,0,19,21.1,1012.7,87,0.6,68,0,1,46.27869,882.17,3936
2019,1,4,7,1,0,20,21.1,1012.9,85,0.3,80,0,1,46.88647,884.19,3064.8
2019,1,4,7,1,0,21,20.8,1013,85,0,0,0,1,47.06358,868.36,2560.8
2019,1,4,7,1,0,22,20.5,1012.7,86,0,0,0,1,47.61203,868.83,2140.8
2019,1,4,7,1,0,23,20.4,1012.5,87,0.1,0,0,1,48.17999,869.5,1922.4
2019,1,4,8,2,0,0,19.9,1012.6,90,0.8,187,0,1,35.94548,898.93,1833.6
2019,1,4,8,2,0,1,19.8,1012.8,90,0.2,0,0,1,35.6483,861.82,1776
2019,1,4,8,2,0,2,20,1012.9,91,0.4,197,0,1,37.15451,902.24,1807.2
2019,1,4,8,2,0,3,19.9,1012.9,92,0,0,0,1,36.81825,863.49,1790.4
2019,1,4,8,2,0,4,19.8,1013.6,92,0,0,0,1,37.39362,864.1,1836
2019,1,4,8,2,0,5,20,1014.1,92,0.2,0,0,1,37.99149,864.88,2296.8
2019,1,4,8,2,0,6,19.7,1014.6,90,1.4,65,0,1,38.82936,877.71,2524.8
2019,1,4,8,2,0,7,19.5,1015.3,89,1.7,81,0,1,39.46087,881.11,4603.2
2019,1,4,8,2,0,8,19.5,1015.7,87,1,71,0,1,39.96983,878.73,6492
2019,1,4,8,2,0,9,19.7,1015.9,86,0.7,83,0,1,40.60483,881.29,7048.8
2019,1,4,8,2,0,10,19.5,1015.5,86,1.1,80,0,1,41.13755,880.87,6540
2019,1,4,8,2,0,11,19.2,1015.2,89,0.9,82,0,1,41.7146,882.5,6580.8
2019,1,4,8,2,0,12,19.5,1014.3,86,1,83,0,1,42.26707,881.77,6285.6
2019,1,4,8,2,0,13,19.4,1013.4,86,2.2,75,0,1,42.7786,880.38,6523.2
2019,1,4,8,2,0,14,18.8,1013.1,89,2.6,76,0,1,43.32777,881.72,7168.8
2019,1,4,8,2,0,15,18.9,1013.7,91,1.6,80,0,1,43.95287,883.83,6422.4
2019,1,4,8,2,0,16,18.3,1014.2,92,2,77,0,1,44.47936,883.89,6391.2
2019,1,4,8,2,0,17,18.2,1014.8,94,2.5,74,0,1,45.06114,884.76,6436.8
2019,1,4,8,2,0,18,17.9,1015.2,95,1.9,76,0,1,45.63032,885.79,4980
2019,1,4,8,2,0,19,17.9,1015.3,96,2.2,75,0,1,46.20901,886.49,3964.8
2019,1,4,8,2,0,20,17.9,1015.8,96,2.2,81,0,1,46.81656,888.29,3218.4
2019,1,4,8,2,0,21,17.5,1016.2,95,2.7,75,0,1,47.32458,887.07,2709.6
2019,1,4,8,2,0,22,17.3,1016.8,95,2.8,83,0.5,1,47.92705,889.29,2186.4
2019,1,4,8,2,0,23,16.9,1016.8,95,2.1,81,0,1,48.45036,888.77,1958.4
2019,1,4,9,3,0,0,16.6,1017.1,95,1.9,81,0,1,35.34285,879.64,1879.2
2019,1,4,9,3,0,1,16.4,1017,95,2.4,72,0,1,35.85434,878.16,1855.2
2019,1,4,9,3,0,2,16.2,1017.1,96,2.2,74,0,1,36.42771,879.22,1812
2019,1,4,9,3,0,3,16.1,1017.2,95,2.3,70,0,1,36.96304,878.41,1821.6
2019,1,4,9,3,0,4,15.9,1017.3,96,2.4,75,0,1,37.55141,880.13,1850.4
2019,1,4,9,3,0,5,15.9,1017.5,95,2.1,77,0,1,38.12329,880.55,2222.4
2019,1,4,9,3,0,6,15.9,1017.9,95,2.3,74,0,1,38.68825,880.55,2452.8
2019,1,4,9,3,0,7,16.4,1018.4,93,2.5,73,0,1,39.287,880.54,4468.8
2019,1,4,9,3,0,8,16.9,1018.5,93,2.2,70,0,1,39.88679,880.67,6168
2019,1,4,9,3,0,9,17.2,1018.4,92,3.1,76,0,1,40.50158,882.22,6760.8
2019,1,4,9,3,0,10,17.8,1017.7,89,2.4,77,0,1,41.08051,881.62,6518.4
2019,1,4,9,3,0,11,18.6,1016.5,86,2.5,80,0,1,41.67901,881.52,6648
2019,1,4,9,3,0,12,18.6,1015.4,88,2.1,81,0,1,42.25032,882.4,6206.4
2019,1,4,9,3,0,13,18.5,1014.6,86,2.8,80,0,1,42.77384,881.55,6748.8
2019,1,4,9,3,0,14,18.1,1014.3,88,2.4,79,0,1,43.31763,882.07,6607.2
2019,1,4,9,3,0,15,18.1,1014.3,90,2.8,78,0,1,43.90483,883.15,6417.6
2019,1,4,9,3,0,16,18.3,1014.4,92,2.1,77,0,1,44.50674,884.19,6408
2019,1,4,9,3,0,17,18.2,1014.5,92,2.7,79,0,1,45.08177,885.08,6448.8
2019,1,4,9,3,0,18,18.4,1015,91,1.9,80,0,1,45.67014,885.46,4965.6
2019,1,4,9,3,0,19,18.6,1015.1,90,1.9,78,0,1,46.23995,885.24,3885.6
2019,1,4,9,3,0,20,18.8,1015,91,1.7,78,0,1,46.83438,886.1,3184.8
2019,1,4,9,3,0,21,18.9,1014.6,91,1.8,76,0,1,47.39618,886.03,2659.2
2019,1,4,9,3,0,22,19,1014,92,1.6,72,0,1,47.9537,885.82,2174.4
2019,1,4,9,3,0,23,19.3,1013.6,90,1.7,71,0,1,48.51702,885.29,1912.8
2019,1,4,10,4,0,0,19.5,1013.1,90,1.3,73,0,1,35.44479,876.55,1845.6
2019,1,4,10,4,0,1,19.6,1012.8,90,1.2,77,0,1,36.03538,877.68,1860
2019,1,4,10,4,0,2,19.8,1012.5,90,1.4,69,0,1,36.58053,876.54,1821.6
2019,1,4,10,4,0,3,20.1,1012.1,90,1.2,75,0,1,37.19505,878.15,1828.8
2019,1,4,10,4,0,4,20,1011.8,91,1.3,71,0,1,37.74262,877.98,1867.2
2019,1,4,10,4,0,5,20,1012.1,92,1.3,73,0,1,38.33789,879.3,2284.8
2019,1,4,10,4,0,6,20.1,1012.4,90,1.3,76,0,1,38.91602,879.69,2568
2019,1,4,10,4,0,7,21.8,1013.2,82,0,0,0,1,39.21186,862.94,4684.8
2019,1,4,10,4,0,8,23.4,1014,75,0,0,0,1,39.86404,861.98,6602.4
2019,1,4,10,4,0,9,23.4,1014.1,75,0.2,0,0,1,40.43683,862.46,7516.8
2019,1,4,10,4,0,10,25.5,1013.3,66,0.3,214,0,1,42.06457,903.23,7252.8
2019,1,4,10,4,0,11,26.4,1012.2,62,0.4,211,0,1,42.63592,901.64,7485.6
2019,1,4,10,4,0,12,27.9,1010.9,54,0.2,0,0,1,42.25625,857.13,7252.8
2019,1,4,10,4,0,13,28.3,1010.2,53,0,0,0,1,42.83566,857.09,7478.4
2019,1,4,10,4,0,14,26.7,1010.2,66,0,0,0,1,43.4,861.57,7687.2
2019,1,4,10,4,0,15,24.2,1010.6,72,1.2,217,0,1,44.82756,906.42,7670.4
2019,1,4,10,4,0,16,23.4,1011.1,78,0.3,219,0,1,45.40523,909.08,7500
2019,1,4,10,4,0,17,23.3,1011.6,83,0,0,0,1,45.01852,867.75,6907.2
2019,1,4,10,4,0,18,22.8,1011.8,88,0.7,63,0,1,45.8928,882.62,5284.8
2019,1,4,10,4,0,19,22.4,1011.8,90,0,0,0,1,46.15616,870.8,4279.2
2019,1,4,10,4,0,20,22,1012,92,0,0,0,1,46.7161,871.8,3364.8
2019,1,4,10,4,0,21,21.9,1012.1,92,0,0,0,1,47.27953,872.17,2680.8
2019,1,4,10,4,0,22,21.2,1012.1,90,0.2,0,0,1,47.77021,871.32,2260.8
2019,1,4,10,4,0,23,21.1,1011.7,91,0,0,0,1,48.33299,871.85,2044.8
2019,1,4,11,5,0,0,21.2,1011.7,91,0,0,0,1,35.25455,862.92,2016
2019,1,4,11,5,0,1,20.9,1011.7,91,0.4,264,0,1,37.01487,915.99,1956
2019,1,4,11,5,0,2,20.5,1011.1,92,0.2,0,0,1,36.33359,863.43,1946.4
2019,1,4,11,5,0,3,20.6,1010.7,93,0,0,0,1,36.91349,864.1,1922.4
2019,1,4,11,5,0,4,20.6,1010.8,92,0,0,0,1,37.47538,864.14,1941.6
2019,1,4,11,5,0,5,20.4,1011.1,93,0.1,0,0,1,38.04473,864.94,2460
2019,1,4,11,5,0,6,20.3,1011.6,93,0,0,0,1,38.61572,865.45,2736
2019,1,4,11,5,0,7,20.7,1012.1,90,0,0,0,1,39.19961,865.13,4828.8
2019,1,4,11,5,0,8,21.4,1012.4,83,0.1,0,0,1,39.7652,863.36,6698.4
2019,1,4,11,5,0,9,22.9,1012,81,0,0,0,1,40.43504,863.83,7101.6
2019,1,4,11,5,0,10,25.3,1011.2,72,0.3,255,0,1,42.27786,913.05,7200
2019,1,4,11,5,0,11,25.6,1009.9,69,0.3,270,0,1,42.88637,914.94,7603.2
2019,1,4,11,5,0,12,25.4,1009,71,0.9,223,0,1,43.22774,906.36,7276.8
2019,1,4,11,5,0,13,23.2,1008.8,81,0.7,216,0,1,43.67344,907.7,7476
2019,1,4,11,5,0,14,24.4,1008.6,75,0.7,228,0,1,44.33678,908.86,7406.4
2019,1,4,11,5,0,15,22.8,1008.9,80,1.6,267,0,1,45.00929,918.24,7324.8
2019,1,4,11,5,0,16,22.1,1009.6,83,0.7,238,0,1,45.4266,913.65,6859.2
2019,1,4,11,5,0,17,20.8,1010.1,88,0.2,0,0,1,44.84897,867.64,6813.6
2019,1,4,11,5,0,18,20.7,1010.3,88,0.5,214,0,1,46.39999,910.91,5232
2019,1,4,11,5,0,19,20.7,1010.6,88,0,0,0,1,45.98956,868.53,4416
2019,1,4,11,5,0,20,20.8,1010.7,89,0.4,155,0,1,47.29481,900.52,3969.6
2019,1,4,11,5,0,21,20.5,1010.8,89,0,0,0,1,47.12652,869.67,3276
2019,1,4,11,5,0,22,20.5,1010.3,89,0.2,0,0,1,47.68737,869.91,2810.4
2019,1,4,11,5,0,23,20.4,1010.2,90,0,0,0,1,48.25612,870.56,2702.4
2019,1,4,12,6,1,0,19.9,1010.4,91,1,233,0,1,36.4802,909.19,2649.6
2019,1,4,12,6,1,1,19.3,1010.2,93,0.2,0,0,1,35.94006,863.13,2532
2019,1,4,12,6,1,2,19.2,1009.9,93,0,0,0,1,36.49473,863.3,2198.4
2019,1,4,12,6,1,3,19.3,1009.9,92,1.7,247,0,1,38.20619,913.11,1903.2
2019,1,4,12,6,1,4,18.8,1010.3,93,0.6,264,0,1,38.82525,916.9,1840.8
2019,1,4,12,6,1,5,19.3,1010.9,90,0.1,0,0,1,38.20329,863.79,1975.2
2019,1,4,12,6,1,6,19.2,1011.6,90,0.2,0,0,1,38.77906,864.42,2090.4
2019,1,4,12,6,1,7,19.3,1012.6,91,0.8,76,0,1,39.73962,881.01,2877.6
2019,1,4,12,6,1,8,18.3,1012.9,95,0.9,76,0,1,40.27079,882.45,3163.2
2019,1,4,12,6,1,9,18.5,1012.8,94,1.2,74,0,1,40.83782,882.21,3559.2
2019,1,4,12,6,1,10,19.4,1012.3,90,1.4,67,0,1,41.40311,880.08,3676.8
2019,1,4,12,6,1,11,19.9,1011.6,85,1.8,73,0,1,41.98068,879.83,3600
2019,1,4,12,6,1,12,19.5,1010.9,88,1.4,75,0,1,42.54041,881.19,3492
2019,1,4,12,6,1,13,20,1010.6,85,0.9,84,0,1,43.15634,882.32,3412.8
2019,1,4,12,6,1,14,19.8,1010.9,83,1.7,73,0,1,43.64759,879.86,3079.2
2019,1,4,12,6,1,15,19.2,1011.3,87,1.3,80,0,1,44.24519,882.92,3223.2
2019,1,4,12,6,1,16,18.5,1012.1,86,1.7,82,0,1,44.77189,883.23,3117.6
2019,1,4,12,6,1,17,17.7,1012.6,91,1.9,79,0,1,45.32086,884.71,2865.6
2019,1,4,12,6,1,18,17.3,1013.1,92,2.1,73,0,1,45.84987,884.27,2683.2
